category,text
Sports,ATHENS (Reuters) - Australia's Ian Thorpe won the gold  medal in the men's 200 meters freestyle at the Athens Olympics  on Monday.
Sports,"Chicago, Ill. (Sports Network) - The Chicago Blackhawks  Monday agreed to terms on a one-year contract with defenseman  Bryan Berard. As per team policy, financial terms of the deal  were not disclosed."
Sports,The NFL Players Association this afternoon will file a case challenging the Dallas Cowboys' release of quarterback Quincy Carter.
Sports,American Natalie Coughlin wins the gold medal Monday in the 100-meter backstroke with a time of 1:00.37
Sports,American Aaron Peirsol won the gold medal Monday in the men's 100-meter backstroke with a time of 0:54.06.
U.S.,"MIAMI (Reuters) - With the cleanup from Hurricane Charley  beginning, fears that Florida could be battered by another  deadly blast from Mother Nature receded Monday as two  burgeoning storms spun harmlessly far off the U.S. coast."
Europe,Insurance and banking group Allianz reported a 7 percent drop in second-quarter net profit Monday as lower interest earnings offset an improved performance by its Dresdner Bank subsidiary.
Europe,"President Bush on Monday announced plans to shift as many as 70,000 U.S. troops who are now stationed in Western Europe and Asia in one of the largest realignments since the end of the Cold War."
Europe,"Fifteen years ago they were heroes, ignoring the secret police to march defiantly through the grim streets of East Germany with banners that said: ""We are the people - Listen to us."" The East German workers ..."
Europe,"AP - Tiscali SpA, Europe's second-largest Internet service provider, said Monday that it has sold its Austrian unit for nearly $15 million."
Europe,"AFP - Leading shares closed higher, boosted by a solid rally on Wall Street and strength in mining and media stocks, offsetting yet another spike in the London price of oil, dealers said."
Europe,Police investigating the murder of newlywed Chanel Taylor make an arrest.
Europe,"Two police officers are suspended after claims they took part in a ""sex act"" with two porn actresses while on duty."
Europe,"An assembly member  discovers tissue samples from her daughter, who was stillborn 16 years ago, are being held in a  hospital."
Health,"NEW YORK (Reuters) - Lee Iacocca, the former chief  executive of Chrysler, said on Monday he is contributing more  than $1 million and seeking to raise an additional $11 million  to fund a promising new treatment for diabetes."
Top News,"CARACAS, Venezuela (Reuters) - Former U.S. President Jimmy  Carter said on Monday international observers agreed that  leftist President Hugo Chavez won an Aug. 15 recall referendum  fairly despite opposition concerns over fraud in the vote."
Top News,"MIAMI (Reuters) - With the cleanup from Hurricane Charley  beginning, fears that Florida could be battered by another  deadly blast from Mother Nature receded Monday as two  burgeoning storms spun harmlessly far off the U.S. coast."
Top News,"ATHENS (Reuters) - Australian swimmer Ian Thorpe beat  American arch-rival Michael Phelps in the men's 200-meter  freestyle on Monday as China, Australia and Japan led the  United States in the medals table on day three of the Olympic  Games."
Top News,Police investigating the murder of newlywed Chanel Taylor make an arrest.
Top News,"Two police officers are suspended after claims they took part in a ""sex act"" with two porn actresses while on duty."
Top News,"An assembly member  discovers tissue samples from her daughter, who was stillborn 16 years ago, are being held in a  hospital."
Business,Will Nokia's new models reverse their market share decline?
Entertainment,"NEW YORK (Hollywood Reporter) - NBC's primetime Olympics  coverage trounced the competition Sunday night, taking each  time period and the adults 18-49 demo."
Sports,"ATHENS (Reuters) - Australia's Ian Thorpe won the gold  medal in the men's 200 meters freestyle, dubbed the ""race of  the century,"" at the Athens Olympics on Monday."
U.S.,"AP - American Natalie Coughlin won Olympic gold in the 100-meter backstroke Monday night. Coughlin, the only woman ever to swim under 1 minute in the event, finished first in 1 minute, 0.37 seconds."
Business,"NEW YORK (Reuters) - U.S. stocks rebounded on Monday as oil  prices retreated from their highs, while upbeat earnings  announcements from retailers fueled the improved sentiment."
Business,WASHINGTON (Reuters) - Halliburton  HAL.N  said on Monday  the U.S. Army had decided to give the company more time to  resolve a billing dispute before withholding payment of up to  15 percent of the company's bills in Iraq and Kuwait.
Business,NEW YORK (Reuters) - The dollar gained against the euro on  Monday after a report on flows into U.S. assets showed enough  of a rise in foreign investments to offset the current account  gap for the month.
Entertainment,"AP - A trial date has been set for September 30 for Courtney Love, who faces two felony drug charges for illegal possession of painkillers."
Entertainment,"Reuters - Media company Belo Corp. on Monday
said it would refund $23 million to advertisers because of a
circulation scandal at its Dallas Morning News newspaper,
resulting in a charge against earnings in the current quarter."
Entertainment,"Reuters - A judge on Monday set a
Sept. 30 trial for troubled rocker Courtney Love on charges of
illegally possessing prescription painkillers."
Entertainment,"BEVERLY HILLS, Calif. (Reuters) - A judge on Monday set a  Sept. 30 trial for troubled rocker Courtney Love on charges of  illegally possessing prescription painkillers."
Sports,"Reuters - The New England Patriots
Monday announced the signing of first-round draft pick Benjamin
Watson. As per team policy, terms of the tight end's deal were
not released."
Sports,AP - The Chicago Blackhawks re-signed defenseman Bryan Berard to a one-year contract Monday.
Sports,"ATHENS (Reuters) - Australian swimmer Ian Thorpe beat  arch-rival Michael Phelps in the men's 200-meter freestyle on  Monday as the United States pursued China, Australia and Japan  in the medals table on day three of the Olympic Games."
Sports,"ATHENS (Reuters) - Swiss top seed Roger Federer overcame a  second-set wobble to start his bid for Olympic gold with a 6-3,  5-7, 6-1 first-round victory over Russian Nikolay Davydenko on  Monday."
Sports,"Foxboro, Mass. (Sports Network) - The New England Patriots  Monday announced the signing of first-round draft pick Benjamin  Watson. As per team policy, terms of the tight end's deal were  not released."
U.S.,"AP - Elizabeth Burnosky is a registered Democrat who voted for President Bush in 2000, opposes his policy on Iraq and calls Sen. John Kerry ""a little wussy boy."" Call her conflicted."
U.S.,"AP - President Bush's team exerts close control over admission to his campaign events. Dissenters and would-be hecklers are turned away, campaign officials say. On several occasions in recent weeks, Democrats who have gotten in have been ejected because they wore pro-Kerry T-shirts."
U.S.,"BEVERLY HILLS, Calif. (Reuters) - A judge on Monday set a  Sept. 30 trial for troubled rocker Courtney Love on charges of  illegally possessing prescription painkillers."
Europe,"One of their legislators was suspended for fraud. Another outraged women by saying only brainless businessmen would hire ""a lady of child-bearing age."" And their most prominent face is a former BBC talk show ..."
Europe,"GERMANY has pledged to finance Namibia's land reform process, as its former colony plans to start expropriating land from white farmers to resettle landless masses."
Europe,"Insurers are counting the cost of Hurricane Charley in Florida, with early damage estimates reaching as high as $14bn (Â£7.6; 11bn euros)."
Health,"Reuters - Statin drugs that lower cholesterol
levels and reduce the risk of heart disease may also help slow
down the AIDS virus, Spanish researchers reported on Monday."
Health,"WASHINGTON (Reuters) - Statin drugs that lower cholesterol  levels and reduce the risk of heart disease may also help slow  down the AIDS virus, Spanish researchers reported on Monday."
Top News,"NEW YORK (Reuters) - U.S. stocks rebounded on Monday as oil  prices retreated from their highs, while upbeat earnings  announcements from retailers fueled the improved sentiment."
Top News,"ATHENS (Reuters) - Australian swimmer Ian Thorpe beat  arch-rival Michael Phelps in the men's 200-meter freestyle on  Monday as the United States pursued China, Australia and Japan  in the medals table on day three of the Olympic Games."
Top News,"Insurers are counting the cost of Hurricane Charley in Florida, with early damage estimates reaching as high as $14bn (Â£7.6; 11bn euros)."
Business,"CARACAS, Venezuela (Reuters) - Venezuela's left-wing  President Hugo Chavez won a recall referendum on his divisive  rule in a vote backed on Monday by international observers who  found no ""element of fraud."""
Business,WASHINGTON (Reuters) - Halliburton said on Monday the U.S.  Army had decided to give the company more time to resolve a  billing dispute before withholding payment of up to 15 percent  of the company's bills in Iraq and Kuwait.
Business,"NEW YORK (Reuters) - Media company Belo Corp.  BLC.N  on  Monday said it would refund $23 million to advertisers because  of a circulation scandal at its Dallas Morning News newspaper,  resulting in a charge against earnings in the current quarter."
Business,"Insurers are counting the cost of Hurricane Charley in Florida, with early damage estimates reaching as high as $14bn (Â£7.6; 11bn euros)."
Business,"NEW YORK (Reuters) - Rural hospital operator LifePoint  Hospitals Inc.  LPNT.O  agreed to buy rival Province Healthcare  Co.  PRV.N  for $1.03 billion in cash and stock to broaden its  geographic reach, the companies said on Monday."
Entertainment,"AP - BEVERLY HILLS, Calif. (AP) — A trial date has been set for September 30 for Courtney Love, who faces two felony drug charges for illegal possession of painkillers."
Entertainment,"BEVERLY HILLS, Calif. (Reuters) - A judge on Monday set a  Sept. 30 trial for troubled rocker Courtney Love on charges of  illegally possessing prescription painkillers."
U.S.,AP - A man accused of the serial murders of seven women was sentenced Monday to life in prison without parole in the first of a series of scheduled trials.
U.S.,"AP - Scott Peterson continued to pursue his former mistress even a week after his wife disappeared and the search for her continued, according to telephone recordings played for jurors Monday at his double-murder trial."
U.S.,WASHINGTON (Reuters) - Halliburton said on Monday the U.S.  Army had decided to give the company more time to resolve a  billing dispute before withholding payment of up to 15 percent  of the company's bills in Iraq and Kuwait.
Europe,"Insurers are counting the cost of Hurricane Charley in Florida, with early damage estimates reaching as high as $14bn (Â£7.6; 11bn euros)."
Europe,Baxter Healthcare SA said Monday a French advisory commission recommended the company's blood clotting drug Advate be given reimbursement status.
Europe,"Reuters - President Bush on Monday announced
plans to bring home up to 70,000 troops from Europe and Asia
within a decade in a major realignment that Democrats said was
politically motivated in an election year."
Europe,"AFP - The United States will withdraw up to 70,000 troops from Europe and Asia over the next decade, President George W. Bush said, in a move aimed at increasing the capability to fight the ""war on terror"" and meet other new threats."
Europe,"AP - If you can judge a book by its cover, then the ""History of Russia and the World in the 20th Century"" tells students the Soviet past was all pride and glory — three of four cover photos invoke Soviet propaganda images."
Health,AP - Five years ago Japanese women's rights advocates won their battle to legalize the birth control pill. Now they are waging an even tougher fight — getting women to use it.
Top News,"CINCINNATI (Reuters) - President Bush on Monday announced  plans to bring home up to 70,000 troops from Europe and Asia  within a decade in a major realignment that Democrats said was  politically motivated in an election year."
Top News,"CARACAS, Venezuela (Reuters) - Venezuela's left-wing  President Hugo Chavez won a recall referendum on his divisive  rule in a vote backed on Monday by international observers who  found no ""element of fraud."""
Business,"Reuters - Venezuela's left-wing
President Hugo Chavez won a recall referendum on his divisive
rule in a vote backed on Monday by international observers who
found no ""element of fraud."""
Business,"PARIS (Reuters) - Four private equity firms plan to buy  Bermuda-based Intelsat for about $3 billion, the world's  second-largest satellite operator said on Monday."
Sports,"AP - The NFL Players Association filed a special master proceeding against the Dallas Cowboys on Monday on behalf of quarterback Quincy Carter, saying he was released by the team ""for reasons not permitted by the current NFL collective bargaining agreement."""
Sports,AP - The Charlotte Bobcats traded center Predrag Drobnjak to the Atlanta Hawks on Monday for a second round pick in the 2005 NBA draft.
Health,"Reuters - Preschool attendance appears to
lower the risk of Hodgkin's disease in young adults, according
to a report in Cancer Epidemiology, Biomarkers & Prevention."
Health,"NEW YORK (Reuters Health) - Preschool attendance appears to  lower the risk of Hodgkin's disease in young adults, according  to a report in Cancer Epidemiology, Biomarkers & Prevention."
Health,"GRANDE BAIE, Mauritius (Reuters) - Southern Africa should  treat AIDS as a political, social and economic crisis because  it is killing off people crucial to its development, Malawian  President Bingu wa Mutharika said on Monday."
Business,"CHICAGO/SAN FRANCISCO (Reuters) - Options traders have been  building bullish positions in PeopleSoft Inc.   PSFT.O  as  investors bet a federal judge will approve Oracle Corp.'s  hostile takeover bid of the business software maker, traders  said on Monday."
Business,Isle of Capri is neither a great company nor a good company at a great price.
Business,Pepsi pushes a blue version of Mountain Dew only at Taco Bell. Is this a winning strategy?
Entertainment,"Phish fans were streaming out of the concert site early Monday on their way home, and police reported no major traffic problems. Fans started leaving the band's two-day festival on Sunday, even before Phish played its last set. More than 60,000 fans attended the band's farewell concert."
Sports,"ATHENS (Reuters) - Australian swimmer Ian Thorpe beat  arch-rival Michael Phelps in the men's 200-meter freestyle on  Monday as the United States trailed China, Australia and Japan  in the medals table on day three of the Olympic Games."
Top News,"ATHENS (Reuters) - Australian swimmer Ian Thorpe beat  arch-rival Michael Phelps in the men's 200-meter freestyle on  Monday as the United States trailed China, Australia and Japan  in the medals table on day three of the Olympic Games."
Business,"NEW YORK (Reuters) - U.S. stocks rebounded on Monday after  easing oil prices gave investors relief, while generally  positive earnings announcements from retailers fueled the  improved sentiment."
Business,Post staff writer David Hilzenrath and editor Mike Flagg discuss which local executives have the sweetest deals.
Business,"Food distributor reports sales slowdown, but again finishes year with record earnings."
Business,"Lately, the company's retail operation has been lagging behind sales of its locations."
Software and Developement,"Version 8 of Microsoft Works, the company's low-cost productivity suite, has been released and will ship this month. Works includes a word processor, spreadsheet and database applications, along with e-mail tools. The new release adds an improved calendar, PowerPoint viewer and a new stand-alone dictionary. Works 8 will retail for $49.95 USD, with a $10 rebate available to some customers. But Microsoft's academic version of Office remains a better deal for most households."
Software and Developement,A look at three GUI front-ends for the LilyPond music notation software.
Sports,"AP - An official from the World Golf Hall of Fame joined a casual conversation last year about players on the verge of election, and someone mentioned Vijay Singh."
U.S.,"AFP - The family of Daniel Pearl, a US journalist who was beheaded in Pakistan two years ago, urged US politicians not to use the reporter's name for political reasons after Vice President Dick Cheney invoked Pearl's name during a campaign event."
Europe,"About 40,000 east Germans marched Monday in a protest like those that toppled communism in the region and directed against proposed labor reforms."
Europe,The pundits are offering all kinds of reasons why John Kerry didn't get the expected bounce out of the Democratic convention.
Europe,"AFP - German carrier Lufthansa said it would levy a temporary fuel surcharge on tickets from August 24, in response to the rise in the price of oil."
Europe,"AFP - Reality television programs were under renewed fire in Portugal after the winner of the nation's first edition of the popular ""Big Brother"" series threatened to throw himself from a bridge over the weekend."
Top News,"BAGHDAD (Reuters) - U.S. troops and Shi'ite militiamen  battled in the holy Iraqi city of Najaf Monday, just hours  after political and religious leaders in Baghdad agreed to make  a last-ditch appeal for peace."
Top News,"NEW YORK (Reuters) - U.S. stocks rebounded on Monday after  easing oil prices gave investors relief, while generally  positive earnings announcements from retailers fueled the  improved sentiment."
Business,NEW YORK (Reuters) - U.S. Treasury debt prices fell on  Monday as investors focused on a pullback in oil prices from  record highs and largely shrugged off dismal results from a  regional manufacturing survey.
Business,"PARIS (Reuters) - Intelsat is to be sold to four private  equity firms for $3.1 billion, the world's second-largest  satellite operator said on Monday."
Business,Halliburton said Monday the U.S. Army had decided to give the company more time to resolve a billing dispute before withholding payment of up to 15 percent of the company's bills in Iraq and Kuwait.
Entertainment,"E! Online - The Rolling
Stones drummer is battling throat cancer, but his doctors expect the
rock vet to lick the disease."
Sports,"SAN ANTONIO, Texas (Reuters) - Former International Boxing  Federation (IBF) super flyweight champion Robert Quiroga was  killed early Monday, police said."
Sports,"ATHENS (Reuters) - Australia's Ian Thorpe won the gold  medal in the men's 200 meters freestyle, dubbed the ""race of  the century,"" at the Athens Olympics on Monday."
U.S.,"SAN ANTONIO, Texas (Reuters) - Former International Boxing  Federation (IBF) super flyweight champion Robert Quiroga was  killed early Monday, police said."
Business,"CHICAGO (Reuters) - Sysco Corp.  SYY.N , the largest U.S.  distributor of food to restaurants and hospitals, on Monday  said quarterly profit rose as an extra week in the period and  cost control measures helped offset the higher food prices that  were slowing demand."
Entertainment,"AP - A trial date has been set for Sept. 30 for Courtney Love, who faces two felony drug charges for illegal possession of painkillers. Love, 40, remains free on her own recognizance."
Entertainment,"AP - Upset with Bruce Springsteen's effort to oust President Bush from the White House, the New York Conservative Party's candidate for the U.S. Senate is launching a ""Boycott the Boss"" television commercial."
Entertainment,"Reuters - Greece isn't the only country
seeing low turnout for the 2004 Summer Olympics. About 8
percent fewer U.S. television viewers tuned in, on average, to
Friday's opening ceremonies on broadcaster NBC."
Entertainment,"AP - Upset with Bruce Springsteen's effort to oust President Bush from the White House, the New York Conservative Party's candidate for the U.S. Senate is launching a ""Boycott the Boss"" television commercial."
Entertainment,"LOS ANGELES (Reuters) - Greece isn't the only country  seeing low turnout for the 2004 Summer Olympics. About 8  percent fewer U.S. television viewers tuned in, on average, to  Friday's opening ceremonies on broadcaster NBC."
Sports,"Reuters - The trial in the Kobe Bryant rape
case looked set to go ahead later this month after the state's
highest court ruled against prosecutors on Monday over a key
piece of evidence in the high-profile case."
Sports,AP - Chicago White Sox manager Ozzie Guillen was suspended Monday for two games and fined an undisclosed amount for arguing with umpires during an Aug. 9 game against Cleveland.
Sports,"EAGLE, Colo. (Reuters) - The trial in the Kobe Bryant rape  case looked set to go ahead later this month after the state's  highest court ruled against prosecutors on Monday over a key  piece of evidence in the high-profile case."
U.S.,"EAGLE, Colo. (Reuters) - The trial in the Kobe Bryant rape  case looked set to go ahead later this month after the state's  highest court ruled against prosecutors on Monday over a key  piece of evidence in the high-profile case."
U.S.,Halliburton said Monday the U.S. Army had decided to give the company more time to resolve a billing dispute before withholding payment of up to 15 percent of the company's bills in Iraq and Kuwait.
Entertainment,"AP - Though she defined toughness in the ""Alien"" films, Sigourney Weaver wouldn't make a good contestant on reality TV shows such as ""Fear Factor."""
Entertainment,"Reuters - Vogue magazine's powerful editor Anna
Wintour may be an ambassador to the rarefied world of haute
couture, but the fur-wearing trendsetter says she has nothing
against the growing trend of ""cheap chic."""
Entertainment,"NEW YORK (Reuters) - Vogue magazine's powerful editor Anna  Wintour may be an ambassador to the rarefied world of haute  couture, but the fur-wearing trendsetter says she has nothing  against the growing trend of ""cheap chic."""
Entertainment,NEW YORK (Reuters) - Rapper Lil' Kim said on Monday she was  innocent of federal perjury charges and charged that the case  against her was part of a witch hunt against hip-hop music.
Sports,"AP - Larry Brown was despondent, the head of the U.S. selection committee was defensive, and Allen Iverson was hanging up on callers who asked what went wrong. A day after their first Olympic loss in 16 years, the Americans were experiencing varying degrees of distress."
Sports,"EAGLE, Colo. (Reuters) - The trial in the Kobe Bryant rape  case looked set to go ahead later this month after the state's  highest court ruled against prosecutors on Monday over a key  piece of evidence in the high-profile case."
Sports,"ATHENS (Reuters) - Twice Olympic beach volleyball medallist  Natalie Cook helped new team mate Nicole Sanderson battle  nerves to propel Australia to a 21-19, 17-21, 17-15 win against  China Monday."
U.S.,"AFP - The family of Daniel Pearl, a US journalist who was beheaded in Pakistan two years ago, urged US politicians not to use the reporter's name for political reasons after Vice President Dick Cheney invoked Pearl's name during a campaign event."
U.S.,"MIAMI (Reuters) - With the cleanup from Hurricane Charley  beginning, fears that Florida could be battered by another  deadly blast from Mother Nature receded Monday as two  burgeoning storms spun harmlessly far off the U.S. coast."
U.S.,"EAGLE, Colo. (Reuters) - The trial in the Kobe Bryant rape  case looked set to go ahead later this month after the state's  highest court ruled against prosecutors on Monday over a key  piece of evidence in the high-profile case."
Europe,"President Bush on Monday announced plans to shift as many as 70,000 U.S. troops who are now stationed in Western Europe and Asia in one of the largest realignments since the end of the Cold War."
Europe,Romania have called up Rapid Bucharest striker Sabin Ilie for Wednesday's opening World Cup qualifier against Finland after a spate of injuries.
Health,"Reuters - Physician participation in an
interactive asthma seminar leads to enhanced asthma care and
improved outcomes for children with asthma from low-income
families, a group at high-risk for poor asthma-related
outcomes, according to a study in the journal Chest."
Health,"NEW YORK (Reuters Health) - Physician participation in an  interactive asthma seminar leads to enhanced asthma care and  improved outcomes for children with asthma from low-income  families, a group at high-risk for poor asthma-related  outcomes, according to a study in the journal Chest."
Health,"NEW YORK (Reuters Health) - There appears to be no  substantial increase in hot flashes in postmenopausal women who  are treated with raloxifene, sold as Evista, for osteoporosis  treatment and prevention, according to a report in the American  Journal of Obstetrics and Gynecology."
Top News,"PUNTA GORDA, Fla. (Reuters) - Relief supplies poured  rapidly into southwest Florida after Hurricane Charley's  devastating punch but some of the thousands of newly homeless  on Monday were frustrated as they faced rebuilding their lives."
Top News,"EAGLE, Colo. (Reuters) - The trial in the Kobe Bryant rape  case looked set to go ahead later this month after the state's  highest court ruled against prosecutors on Monday over a key  piece of evidence in the high-profile case."
Top News,"MIAMI (Reuters) - With the cleanup from Hurricane Charley  beginning, fears that Florida could be battered by another  deadly blast from Mother Nature receded Monday as two  burgeoning storms spun harmlessly far off the U.S. coast."
Entertainment,"Reuters - Comcast Corp. on Monday said it plans
to launch the National Football League Network this month as
part of a plan to bolster the operator's video-on-demand
offerings."
U.S.,"AP - Over two decades, the income gap has steadily increased between the richest Americans, who own homes and stocks and got big tax breaks, and those at the middle and bottom of the pay scale, whose paychecks buy less."
U.S.,"AP - A Georgia Tech professor detained by Chinese authorities who accused him of spying said Monday that China's actions were ""punishment for his noncooperation."""
Europe,AP - German officials voiced concern Monday that their country has the most to lose with President Bush's announcement that tens of thousands of troops will return to the United States over the next decade.
Europe,"AFP - A major rescue operation involving helicopters was under way on the coast of southwest England after dozens of people became trapped in their cars and homes by rising floodwaters, emergency services said."
Business,LONDON (Reuters) - Oil prices eased from record highs on  Monday as victory for Venezuelan President Hugo Chavez in a  referendum on his rule eased fears that unrest could upset the  country's oil exports.
Business,Is now a good time to invest in the home improvement retailer?
Sports,AP - All-Star outfielder Ken Griffey Jr. had surgery Monday to repair his torn right hamstring and is expected to return for spring training.
Sports,"AP - Vaclav Prospal is returning to the Stanley Cup champion Tampa Bay Lightning and will likely take the spot of forward Cory Stillman, who replaced him a year ago."
Sports,"ATHENS (Reuters) - Ian Thorpe became Australia's greatest  Olympian and staked a claim to being the best swimmer of his  generation when he won ""the race of the century"" at Athens on  Monday."
Europe,Canadian Press - BERLIN (AP) - German officials voiced concern Monday that their country has the most to lose with President George W. Bush's announcement that tens of thousands of troops will return to the United States over the next decade.
Top News,On  CNN International: Europe
Business,"Reuters - Options traders have been
building bullish positions in PeopleSoft Inc.  (PSFT.O) as
investors bet a federal judge will approve Oracle Corp.'s
hostile takeover bid of the business software maker, traders
said on Monday."
Business,"Reuters - U.S. Treasury debt prices fell on
Monday as investors focused on a pullback in oil prices from
record highs and largely shrugged off dismal results from a
regional manufacturing survey."
Business,"NEW YORK (Reuters) - Google Inc.  GOOG.O  has asked  regulators for final approval to price its closely watched  initial public offering on Tuesday, meaning its shares could  make their market debut as soon as Wednesday morning."
Business,The owner of The Dallas Morning News said today it would pay $23 million in cash to compensate advertisers for overstated circulation.
Business,"Novell brings updated kernel to enterprise LinuxTimed to coincide with this yearâs linuxworld expo, Novell has announced SuSE Linux Enterprise Server 9. Though Novellâs SuSE division has marketed a commercial Linux distribution based on the v2.6 kernel, this is the first to be granted the more stringently qualified âenterpriseâ designation. Besides kernel-level improvements and the usual collection of updated software packages, this release offers improved fail-over, clustering, and resource management and comes bundled with Novellâs ZENworks configuration management software for Linux. The company claims that its AutoBuild system allows it to offer identical configurations for a variety of platforms, including x86 (both 32- and 64-bit), Itanium, IBM POWER, and IBM mainframes. Free evaluation downloads are available now and support subscriptions start at $349 per dual-CPU server.SuSE Linux Enterprise Server 9, Novell/SuSE"
Entertainment,AP - A three-way playoff helped the PGA Championship's final-round TV ratings increase 4 percent from last year.
Entertainment,AP - A three-way playoff helped the PGA Championship's final-round TV ratings increase 4 percent from last year.
Sports,"AP - Brett Favre would love to throw fewer interceptions this season. He's just not sure he can. ""It's hard to teach an old dog new tricks, and that's never more true than with me,"" said Favre, who was picked off 21 times last season, one less than NFL co-leaders Joey Harrington and Marc Bulger. ""When I roll out to pass, I feel like there's a touchdown waiting."
Sports,Venus Williams and Chanda Rubin lose to Li Ting and Sun Tian Tian of China in the first round of the doubles tournament.
Europe,Results are endorsed by a team led by ex-US President Carter despite opposition claims of fraud.
Health,"Reuters - Organ transplant recipients are at
particular risk of developing serious complications from West
Nile virus because they take pills to suppress their immune
systems, a study said on Monday."
Health,"CHICAGO (Reuters) - Organ transplant recipients are at  particular risk of developing serious complications from West  Nile virus because they take pills to suppress their immune  systems, a study said on Monday."
Top News,"CINCINNATI (Reuters) - President Bush on Monday announced  plans to bring home up to 70,000 troops from Europe and Asia  within a decade in a major realignment that Democrats said was  politically motivated in an election year."
Top News,Results are endorsed by a team led by ex-US President Carter despite opposition claims of fraud.
Business,"NEW YORK (Reuters) - U.S. stocks ended higher on Monday, as  worry about fuel costs crunching corporate profits eased when  crude oil prices retreated from record highs."
Entertainment,"Playbill - Jesus and Mandy, a new comedy with dance about a recently-dead pre-teen's encounter with Jesus in the afterlife, gets its world premiere in the New York International Fringe Festival Aug. 14-28."
Sports,AP - A three-way playoff helped the PGA Championship's final-round TV ratings increase 4 percent from last year.
Sports,ATHENS (Reuters) - Twice Olympic beach volleyball medallist  Natalie Cook helped new team mate Nicole Sanderson battle  nerves to propel Australia to a 21-19 17-21 17-15 win against  China Monday.
U.S.,"AP - The State University of New York at Albany returned to No. 1 on the list of party schools, while Brigham Young University kept its title as top ""stone-cold sober"" school in an annual survey of American college life."
U.S.,"AP - Americans who served in the military will be well represented at the upcoming Republican convention, more so than at last month's Democratic convention or in the U.S. population overall, according to the GOP."
Top News,"WASHINGTON (Reuters) - The U.S. government plans to take  over screening airline passengers against a ""no-fly"" list of  potential terrorists, a security official said on Monday, a  controversial function now performed by the airlines that has  resulted in at least one lawsuit."
Business,"NEW YORK (Reuters) - Insurers are braced to pay out about  $7 billion in claims for devastation caused by Hurricane  Charley, making the storm the second most costly after  Hurricane Andrew, industry and government officials said on  Monday."
Business,Hurricane Charley unleashed its fury on Florida. The residual impact shouldn't be as bad as Andrew's.
Business,"Plus, when Meg met Craig, and Lowe's is building on trends."
Entertainment,"LOS ANGELES (Reuters) - Greece isn't the only country  seeing low turnout for the 2004 Summer Olympics -- on average,  about 8 percent fewer U.S. television viewers tuned in to  Friday's opening ceremonies on NBC than four years ago."
Sports,"AP - Recently released outfielder Shane Spencer rejoined the New York Yankees on Monday, signing a minor league contract after working out at their spring training complex."
Sports,AP - A short walk around the California campus this summer was all Geoff McArthur needed as proof of how much Golden Bears football has changed since his freshman year. A program that won only one game in 2001 and has the longest Rose Bowl drought of any Big Ten or Pac-10 team is finally getting noticed at a school more known for its protests than its passing.
Sports,MILWAUKEE (Sports Network) - U.S. Ryder Cup captain Hal  Sutton finalized his team on Monday when he announced the  selections of Jay Haas and Stewart Cink as his captain's picks.
U.S.,"NEW YORK (Reuters) - Insurers are braced to pay out about  $7 billion in claims for devastation caused by Hurricane  Charley, making the storm the second most costly after  Hurricane Andrew, industry and government officials said on  Monday."
U.S.,"CINCINNATI (Reuters) - President Bush on Monday announced  plans to bring home up to 70,000 troops from Europe and Asia  within a decade in a major realignment that Democrats said was  politically motivated in an election year."
U.S.,MILWAUKEE (Sports Network) - U.S. Ryder Cup captain Hal  Sutton finalized his team on Monday when he announced the  selections of Jay Haas and Stewart Cink as his captain's picks.
Europe,Olivia Mullan's office at Malaga Airport is a hive of activity. The queries come thick and fast as the summer rush approaches.
Europe,"An estimated 500,000 shoppers piled through the doors of the Junction One outlet shopping centre in Antrim during its first month of trading."
Europe,"Liechtenstein Crown Prince Alois has taken over the day to day running of the tiny principality's affairs from his father, Prince Hans-Adam II."
Europe,"Canadian Press - ROME (AP) - Tiscali SpA, Europe's second-largest Internet service provider, said Monday it has sold its Austrian unit for nearly $15 million US."
Top News,"CINCINNATI (Reuters) - President Bush on Monday announced  plans to bring home up to 70,000 troops from Europe and Asia  within a decade in a major realignment that Democrats said was  politically motivated in an election year."
Entertainment,"Reuters - Penthouse International on Monday
said it expects to appeal a court-approved reorganization plan
for the unit that publishes its racy adult magazine."
Entertainment,"LOS ANGELES (Reuters) - Greece isn't the only country  seeing low turnout for the 2004 Summer Olympics -- on average,  about 8 percent fewer U.S. television viewers tuned in to  Friday's opening ceremonies on NBC than four years ago."
Sports,AP - Cubs pitcher Kerry Wood's appeal was rejected Monday and he will begin serving his five-game suspension Tuesday.
U.S.,"LOS ANGELES (Reuters) - Greece isn't the only country  seeing low turnout for the 2004 Summer Olympics -- on average,  about 8 percent fewer U.S. television viewers tuned in to  Friday's opening ceremonies on NBC than four years ago."
Business,CHICAGO (Reuters) - Krispy Kreme Doughnuts Inc.  KKD.N   said on Monday that its chief operating officer has left the  company for another job.
Sports,AP - The Orlando Magic signed 7-foot-1 center Mario Kasun on Monday.
Sports,"AP - Following a mass exodus of offensive stars and starting quarterbacks, defense could dominate the Big Ten this season."
Sports,"ATHENS (Reuters) - Venus Williams's bid for a second  successive Olympic doubles tennis gold ended on Monday when she  and stand-in partner Chanda Rubin lost 7-5, 1-6, 6-3 to Chinese  eighth seeds Li Ting and Sun Tian Tian in the first round."
U.S.,"AP - John Kerry is adding some of the Democratic Party's most experienced strategists to his team for the stretch drive against President Bush, including hometown allies from Boston and top advisers of former President Clinton."
